train_idx,bench_id,bench_query_source,query
303,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
304,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
304,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
304,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
304,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
305,RLAIF-V-39736,COCO,Explain the image's various components in depth.
305,RLHF-V-3957,coco,Explain the image's various components in depth.
307,RLAIF-V-14901,Google-Landmark,"Give a thorough description of the image, focusing on the landmark it shows."
307,RLAIF-V-49459,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
307,RLAIF-V-82592,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
310,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
310,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
310,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
310,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
310,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
310,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
310,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
310,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
310,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
310,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
310,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
310,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
311,RLAIF-V-14901,Google-Landmark,"Give a thorough description of the image, focusing on the landmark it shows."
311,RLAIF-V-49459,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
311,RLAIF-V-82592,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
312,RLAIF-V-16742,LCS-558K,What are the key features you observe in the image?
312,RLAIF-V-42889,COCO,What are the key features you observe in the image?
312,RLAIF-V-43117,LCS-558K,What are the key features you observe in the image?
312,RLAIF-V-64074,LCS-558K,What are the key features you observe in the image?
312,RLAIF-V-68603,COCO,What are the key features you observe in the image?
312,RLHF-V-3862,coco,What are the key features you observe in the image?
313,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
313,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
313,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
315,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
315,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
315,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
316,RLAIF-V-55190,sharegpt4v-textvqa,"Describe every aspect of the image with as much detail as possible, including text contents, font and color if visible."
316,RLAIF-V-66295,sharegpt4v-textvqa,"Describe every aspect of the image with as much detail as possible, including text contents, font and color if visible."
317,RLAIF-V-35665,TextVQA,"Detail the texts and other components in the image in depth, explaining their relevance to the overall picture."
319,RLAIF-V-16020,OCR-VQA,What type of book is this?
321,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
321,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
321,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
325,RLAIF-V-41506,sharegpt4v-wikiart,"Give a comprehensive description of this artwork, from its visual elements to its conceptual meaning."
326,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
326,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
326,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
329,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
329,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
329,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
329,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
329,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
329,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
329,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
329,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
329,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
329,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
329,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
329,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
330,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
330,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
330,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
330,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
330,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
330,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
330,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
330,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
330,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
330,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
330,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
333,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
333,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
333,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
333,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
333,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
333,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
335,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
335,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
335,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
335,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
335,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
343,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
343,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
343,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
343,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
343,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
343,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
343,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
343,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
343,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
344,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
344,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
344,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
344,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
346,RLAIF-V-77853,VQAv2,What has cut into this heart?
347,RLAIF-V-12031,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
347,RLAIF-V-16250,MovieNet,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
